group_ordinal	target_group_id	representative_id	member_ordinal	member_id	representative_length	target_fasta_sha256	profile_digest
16970	sha256:d3fe1a24da7bc0857fb74fd23b27dea7c56c128f133f131ec4892da290ab5509	HM750138.1	0	HM750138.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
16971	sha256:d3fe3ee8c9a079669e3bc31b3d292e0cf439d9dbe8189b07ebbe2ce73efd8e63	MF351519.1	0	MF351519.1	2853	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
16972	sha256:d3ffe784d0615a4b0593f75a72f6860b3925fd01fbd1239376e73b76f4a7626d	KY881932.1	0	KY881932.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
16973	sha256:d402faf14b7c8107430f66ddddf75978000b1c3bd04ab0c70ceb9fb104295311	GQ455987.1	0	GQ455987.1	5297	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
16974	sha256:d40cd796f3fb399eb9c3805be1718fb215e96d064bc109baf9bd3f9762559ffc	MN770691.1	0	MN770691.1	2897	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
16975	sha256:d40ce0db5186668941a153c08acc9e13ddc3fee6e092b012c6acf2a906e6114e	KY881968.1	0	KY881968.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
16976	sha256:d4110da7288a08d789563941f5f8e5a82f13025da0d3cd7154317d345d97a86c	KY881796.1	0	KY881796.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
16977	sha256:d416cbb95ac7ceefd1c7e2f98fc236a2e09f7ba38f7ef45416ea728311b99d0b	MZ617418.1	0	MZ617418.1	8031	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
16978	sha256:d425846d2279283c5246a6dee7433ad9c44a943f78edf74ff628a8c9ecfb056d	LC519821.1	0	LC519821.1	3188	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
16979	sha256:d4284d7ed9165c4e708adefe7b38dd73696a3845dff96e723a96bafa63cab491	MN771268.1	0	MN771268.1	2950	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
16980	sha256:d42cd438eab712d1ed67dafe5296ec94300b41d7be5a8f77bfeea18aa3ac1d6d	KU298876.1	0	KU298876.1	8016	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
16980	sha256:d42cd438eab712d1ed67dafe5296ec94300b41d7be5a8f77bfeea18aa3ac1d6d	KU298876.1	1	KU298877.1	8016	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
16980	sha256:d42cd438eab712d1ed67dafe5296ec94300b41d7be5a8f77bfeea18aa3ac1d6d	KU298876.1	2	KU298878.1	8016	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
16981	sha256:d4335ec42bd9f7dafd5ec4effe69ef0f33035a57de7786a6f651c15416aa0583	KR184661.1	0	KR184661.1	3207	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
16981	sha256:d4335ec42bd9f7dafd5ec4effe69ef0f33035a57de7786a6f651c15416aa0583	KR184661.1	1	KR184665.1	3207	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
16982	sha256:d4346db36ffb572bbfff8a005c51070f0d693368e77adfea4532b38790fbf436	JQ801509.1	0	JQ801509.1	3176	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
16983	sha256:d435e187ef9fc5a462b8ac44fa82c0a8f368e16ff62eb6d02752c42d0e9b74d6	GQ331047.1	0	GQ331047.1	3221	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
16984	sha256:d436e797e6ad0aa62b3f92b3cedb4f7d52703b6435c8839e0a2742bed3551043	MZ286196.1	0	MZ286196.1	2581	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
16985	sha256:d438afbe57c0c0a102e8f111e26893077f9fd2640c11f8541e0c0d90f4ebeb2c	OP580153.1	0	OP580153.1	197194	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
16986	sha256:d4397551133a9c4f49929226353a65e47aa7759016ad1202633f92ffc193f693	MZ374412.1	0	MZ374412.1	7937	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
16987	sha256:d43c2d23e9461695efed06078fae9482e31bea5f5f496ddf661bcea5ab573528	MN770852.1	0	MN770852.1	2924	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
16988	sha256:d43d838752154d5548e76b0c8837c4178faa63b661d93347718af53e0e2a877e	MT783417.1	0	MT783417.1	7898	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
16989	sha256:d443346ac13bfa53990333d20ea4f4bceec9fd9665f304aa2efda27ae991ce22	HM585194.1	0	HM585194.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
16990	sha256:d4456813d0f962202190bf4da8921731b63e86ff91f6146ec3e0d5a729c471ae	JX661476.1	0	JX661476.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
16991	sha256:d44657266cc9c7e9bdb0dab773726a5ed99799fe22672840378fce0c7e8f7e2f	OQ503744.1	0	OQ503744.1	197192	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
16992	sha256:d447925c95cd845f7b95c586cf456b9e3ecc02256817369dc83d9fe5245f188d	OP076225.1	0	OP076225.1	56805	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
16993	sha256:d447e357eb058eeb7c6fd75db1c7b78cec973a708ce596cf0e1ef2d7082dd137	MT217768.1	0	MT217768.1	7768	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
16994	sha256:d44959ef1fa017ae29c720b6e8922a3b5ffcd7e09499d4fd787febc3e7089de0	KF214648.1	0	KF214648.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
16995	sha256:d449e6184e656dfaac5be39c071c438419202e033ba14167243330eb1a549a55	MH648990.1	0	MH648990.1	3008	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
16996	sha256:d44ac78bf395226dfbab48bf78472f69a20d51c0fae802e823c7adf42cd4339e	MN771147.1	0	MN771147.1	2836	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
16997	sha256:d44b44ca8a38e5a338eaf0cab632f56977d7b4344470f650617bd17fe06228ab	MN771238.1	0	MN771238.1	3004	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
16998	sha256:d45296be0196b880505467d1d6b38504d8c9b9083be5e0465fc082ed15e3c6ac	KR013878.1	0	KR013878.1	3161	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
16999	sha256:d452ba6a03906ae3f013a720a5181daef025e9e9b03606d8e8d1288a09df3522	MN961212.1	0	MN961212.1	7909	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
17000	sha256:d452f3fd00f00f457a83772a39579465949b59eff8d571e1a6fe9653c140ebec	MZ097786.1	0	MZ097786.1	3182	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
17001	sha256:d458382b70e093dc964a43f910c1ea15caae0e37cf343e500a0d8c4c8a34c2f7	KT345708.1	0	KT345708.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
17002	sha256:d45880e6a5112e7b0235fb827b3a58dc503bfd383573d16ebee09e164015934c	MN770201.1	0	MN770201.1	2911	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
17003	sha256:d45a0a0121653fad390f5ec7ee7a4962f61e4d45eefdcec82df02666be49f157	MN769910.1	0	MN769910.1	2897	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
17004	sha256:d45ae35270023cc6e52c842c8c78bcb2eb74c3fcf932ae2a31af812013ad421b	LC753677.1	0	LC753677.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
17005	sha256:d45c83f3bb2f98306b1195c47c3bf31b602fa5a50679efbaa9edd36535330740	KJ803754.1	0	KJ803754.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
17006	sha256:d45fda72149403012fcf7b3bb90baba695be1ab11652527287a34fa5c9369d87	LC057378.1	0	LC057378.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
17007	sha256:d46420af6abec0938bdeb8481f6ad346911248a1bc1fccb1d6fdbb12a3c6c54b	OP415281.1	0	OP415281.1	197205	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
17008	sha256:d46ba2a90a7003511be795e7c3f05739e7106ab94d80387ddfb0c8ba9857bead	MH017582.1	0	MH017582.1	3856	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
17009	sha256:d46cba94e28af3cf765b12765a83fae20e6705662ae1f4a637b7c725d42dd34d	MK534706.1	0	MK534706.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
17010	sha256:d46f5c333be01c252abac4a0f47277e996a580f1c2dc2f6984ba4d9fd64e578a	MN771077.1	0	MN771077.1	2817	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
17011	sha256:d4704d98f9eeb43503a269a3114b3106c0adb5e37b1f966678bebdeed5b76644	KC470249.1	0	KC470249.1	7833	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
17012	sha256:d4728c98a8292c58853fae026529cba3a58d48917274818c80d494fd0a383477	OP415252.1	0	OP415252.1	197205	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
17013	sha256:d472bc0ab72c702c40c74bfd89abb6a092b766bcdc8dd8e720854ecc1d3a83da	KJ010777.1	0	KJ010777.1	3221	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
17014	sha256:d4742fb8baca5a0cca75c9894ae948811ee84a3d732ef0fbcf31cf189560abac	MW816085.1	0	MW816085.1	35222	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
17015	sha256:d476aaa527836394bc0fcf4c6210bf4b6fdee6913cba89b88af23da157c89d81	MN770397.1	0	MN770397.1	2928	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
17016	sha256:d47b0d7d52b55d0ae11b28878ab4a63f3b652639fb9186046ba40bcd748f07da	OR264422.1	0	OR264422.1	197188	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
17017	sha256:d48233a28a0337b2f5b2bf667add696e424362551c25dc6b494efa21e0c73ce4	OM938887.1	0	OM938887.1	5142	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
17017	sha256:d48233a28a0337b2f5b2bf667add696e424362551c25dc6b494efa21e0c73ce4	OM938887.1	1	OM938918.1	5142	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
17017	sha256:d48233a28a0337b2f5b2bf667add696e424362551c25dc6b494efa21e0c73ce4	OM938887.1	2	OM938919.1	5142	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
17017	sha256:d48233a28a0337b2f5b2bf667add696e424362551c25dc6b494efa21e0c73ce4	OM938887.1	3	OQ230867.1	5142	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
17017	sha256:d48233a28a0337b2f5b2bf667add696e424362551c25dc6b494efa21e0c73ce4	OM938887.1	4	OQ230868.1	5142	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
17018	sha256:d487a7ae7b71320abd140ba92b5160efd4b3c71169c378d7a1b0d92c3fa0faba	MN770123.1	0	MN770123.1	2874	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
17019	sha256:d489099e3907d0eebce9deff4c9e22c73cfd6b881785bbee648dd3d2cbc9de58	MT157223.1	0	MT157223.1	2875	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
17020	sha256:d49100f5ca8638bf3596a4300f912a94f7ea1fdb8d628e790a8ac8c7b235653a	OR628213.1	0	OR628213.1	34069	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
17021	sha256:d49103bad0f06de50e87bdecbe51dd2c25a54361183adf546487ea1d1eb75889	KY881949.1	0	KY881949.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
17022	sha256:d4921d31e09ceb3411453a78838fccfc5457a8ffaac43febe547ca294d6d059d	KF444091.1	0	KF444091.1	5232	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
17023	sha256:d49385b8b81e346a61a4c47e7be4d120ca1e9a731c967cfdcc4a5903cc45406b	MK540445.1	0	MK540445.1	171823	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
17024	sha256:d493df657cb344c2eb5ae91125b08bc383de14953d0dc03eda72b1a3d5c3095d	OQ979622.1	0	OQ979622.1	197200	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
17025	sha256:d495c74d09dfccc144c7579de6110bb6474edb08ae0fd46a72b53e5fd9f93846	OQ706776.1	0	OQ706776.1	197516	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
17026	sha256:d4961e95d68127e36130216e24317b3af394341b977432c816844065223c5d45	KR014017.1	0	KR014017.1	3114	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
17027	sha256:d49c2170a5e7aa7208c64b0ccbb86d0605ddd0258fec42f71b65dd4ee2928c6c	MW601329.1	0	MW601329.1	3182	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
17028	sha256:d49e7f36d5a68c2a8543d6de91ed0c991b4fc91e045369f5a9684b6d7fc61218	JN040769.1	0	JN040769.1	3182	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
17029	sha256:d4a087a5b6ec6b6b4bb9184eb94b1d347ff0c0cf3bce6ce6662bd57f3c423898	LR862073.1	0	LR862073.1	7824	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
17030	sha256:d4a19c351ffc3c85601db3d28f1449587c517fbbea30dc796b85985559724735	LR861841.1	0	LR861841.1	7863	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
17030	sha256:d4a19c351ffc3c85601db3d28f1449587c517fbbea30dc796b85985559724735	LR861841.1	1	LR861849.1	7863	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
17031	sha256:d4a4d491332b1ee4767ac270f16ddf3398fa08936fac33fe6a193bfb1d708658	MN683671.1	0	MN683671.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
17032	sha256:d4a550e34fc1028f3bd58fc8d018d5586a99acfbd71203afeeaea2efa1525950	GQ183458.1	0	GQ183458.1	3182	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
17033	sha256:d4a57f17d6e59a2377cd0a13bb23139f9954d549009d5fbe1abe93eb8407b0eb	OP076413.1	0	OP076413.1	57224	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
17034	sha256:d4a95494cdfcf44c86160b5fc9171e366375f7521101b6a04351aad58501c3e3	JN040793.1	0	JN040793.1	3182	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
17035	sha256:d4b6397e250b5df9088cbc37bed9f2efe2b4e945e9e3411903ca033d7de90e82	AP011095.1	0	AP011095.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
17036	sha256:d4b66543eaa9b1c7770f1fc904fb5816fcaaa76b16aa05da0232fc86dd8b6f50	MH709349.1	0	MH709349.1	125103	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
17037	sha256:d4b93b1a5a5ae9b3047e17f23e69e806fc391b014026e7b4ee8d1714ed98e7c0	HQ537779.1	0	HQ537779.1	7819	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
17038	sha256:d4b988fa9acda85d5c264c3a5dc3bf9d284cac045eba01aedd9087583348cd17	OP971101.1	0	OP971101.1	7186	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
17039	sha256:d4c294c6a1347dde54bd02acd56e284d35ecc6ffacb0f15eaeae39c3d62a3102	JQ040169.1	0	JQ040169.1	3065	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
17040	sha256:d4c9fd05f23c8b20acdacc03944825d66cc5075c3066f30418cd49f41c0acd26	FJ385267.1	0	FJ385267.1	7836	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
17041	sha256:d4ca7d5cfe144165fd77822a7f1bde767893b2d5f13ee1e8831c0e6a48b2bb22	KJ803781.1	0	KJ803781.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
17042	sha256:d4cdb887db29fe7080a795fba808939b74303853c5a8120152517360c4af367c	OP555453.1	0	OP555453.1	34124	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
17043	sha256:d4ce11cfb14f7a5f5e83de01f0efbe5091d7d275b4827df5986a33c8211d6d21	MH121120.1	0	MH121120.1	5251	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
17044	sha256:d4cecdea6fb6e15a1d2575dfe31bf57605484ed90ac298a071a99f8493b3216f	OQ283125.1	0	OQ283125.1	1934	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
17045	sha256:d4cf31d14c5037689d257d9b90b90bf5da278d663e2855c9351dd16d34b18525	OP442936.1	0	OP442936.1	197175	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
17046	sha256:d4d2188dfbfd752afcfa96810ece78798a08b02afc5e2f4483cc037fc5dd18f1	MH777356.2	0	MH777356.2	7304	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
17047	sha256:d4d4abd247d409e22cfbc77e621f52c695bdac7b5631173a451f5223d1bd85b9	OP074815.1	0	OP074815.1	34344	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
17048	sha256:d4d5b6b98296c7fc97b4e1e441ab954ebd3514112b840db97644a9406e4bd6b4	MK598662.1	0	MK598662.1	3182	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
17049	sha256:d4dba7233020fa46f592b6d125f63d7951dfd8d83fb95adf8343a35578a6f915	MN770756.1	0	MN770756.1	2971	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
17050	sha256:d4dd068863b61a32788be466ab77054099a7bd33ca40e6f2e94ff45d01db56b4	KC823115.1	0	KC823115.1	5146	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
17051	sha256:d4df6d4eed5b0f91dd38e5b222bad01e738f712e371bdc02c844467320f5747a	HM363585.1	0	HM363585.1	3212	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
17052	sha256:d4e278fc0a677b34fc6b9113ac4cb85d8e9761ff4452bbecf2fe7f00ac6093ca	KY549239.1	0	KY549239.1	7905	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
17052	sha256:d4e278fc0a677b34fc6b9113ac4cb85d8e9761ff4452bbecf2fe7f00ac6093ca	KY549239.1	1	KY549240.1	7905	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
17053	sha256:d4e286960669bb217bb33b8916fdfc9a3daabf41452df27af81e7ae7bccb0fc2	JN182332.1	0	JN182332.1	3221	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
17054	sha256:d4e4cfcd7432ee55de757382be2889194bcecd07e3ac9d53170b482a4c44a372	OP751567.1	0	OP751567.1	7907	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
17055	sha256:d4e736f8cb0f3932e341315a10c39f8a3324ad635020282f4a1473fe9a52afa2	OP796814.1	0	OP796814.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
